,order_id,customer_id,product_name,brand,raw_weight,country,order_date,unit_price
316,REC-940651,10035,all butter shortbread fingers,tesco,210,gb,2024-12-02,10
317,REC-550308,7241,petites madeleines,st michel,1,france,2025-01-22,12
318,REC-269908,12654,dark chocolate,moser roth,25,gb,2024-06-27,5
319,REC-904498,6405,milk single origin chocolate,waitrose,100,united kingdom,2024-07-23,4
320,REC-704624,11348,snack popp th,too goodfrance,85,frankrijk,2024-02-23,22
321,REC-117145,6566,crackerbread,ryvita,200,france,2025-06-17,8
322,REC-528594,13701,carres graines pepites de chocolat,lidl,140,frankrijk,2025-01-06,15
323,REC-646271,10486,chips de lentilles saveur oignons caramliss,vico,85,france,2024-09-07,7
324,REC-323617,8422,excellence noir caramel  la pointe de sel,lindt,100,france,2025-07-22,3
325,REC-330558,11609,kinder pinguin,kinder,240,france,2025-06-17,22
326,REC-243290,5811,gerbl cacao crales,gerblé,160,francia,2025-01-07,17
327,REC-561962,10725,noir amandes entires,côte d'or,180,france,2024-06-11,10
328,REC-684507,7706,milk caramel sea salt chocolate,tony's chocolonely,180,united kingdom,2024-09-22,12
329,REC-724820,12941,raffaello  confetteria  kokos  mandelcreme,ferrero,90,bulgaria,2025-09-21,24
330,REC-449605,10319,chocolate chip oat biscuit breaks,nairn’s,160,czech republic,2025-02-17,19
331,REC-949874,10721,milk chocolate nut,fin carre,100,bulgaria,2025-09-20,18
332,REC-859685,8583,lindt excellence dark orange intense,lindt,100,ประเทศออสเตรีย,2024-03-05,17
333,REC-522487,6246,tyrrells sweet chilli  red pepper,tyrrell’s,150,france,2024-05-13,12
334,REC-157991,9251,brioche tranche nature ss additif,harrys,680,france,2026-01-30,18
335,REC-441880,13367,pringles,pringles,175,frankrijk,2025-04-23,14
336,REC-220764,12019,tortilla chips,tesco,200,isle of man,2024-07-24,23
337,REC-274859,11967,chvre piment despelette,bret's,125,france,2024-07-22,3
338,REC-487510,11203,raffaello,ferrero,230,austria,2024-08-25,5
339,REC-289254,13814,raw fruit  nut bar,nakd,35,royaume-uni,2025-11-07,22
340,REC-830455,7199,nestl dessert  absolu g,nestlé,170,france,2025-11-24,2
341,REC-675513,12219,tosta rica,cuétara,570,france,2025-05-17,3
342,REC-894378,9551,crunchy canadian maple syrup,nature valley,210,francia,2025-11-30,15
343,REC-712691,12721,bio crackers,lidl,200,frankrijk,2025-01-22,22
344,REC-741000,9144,mcvities rich tea biscuits,mcvitie's,300,united kingdom,2024-03-01,22
